1,1,1,1
1,1,1,2
1,1,2,3
1,1,2,4
1,1,3,5
1,1,3,6
1,1,4,7
1,1,4,8
1,1,5,9
1,1,5,10
1,1,6,11
1,1,6,12
1,1,7,13
1,1,7,14
1,1,8,15
1,1,8,16
1,1,9,17
1,1,9,18
1,1,10,19
1,1,10,20
1,1,11,21
1,1,11,22
1,1,12,23
1,1,12,24
1,2,13,25
1,2,13,26
1,2,14,27
1,2,14,28
1,2,15,29
1,2,15,30
1,2,16,31
1,2,16,32
1,2,17,33
1,2,17,34
1,2,18,35
1,2,18,36
1,2,19,37
1,2,19,38
1,2,20,39
1,2,20,40
1,2,21,41
1,2,21,42
1,2,22,43
1,2,22,44
1,2,23,45
1,2,23,46
1,2,24,47
1,2,24,48
2,3,25,49
2,3,25,50
2,3,26,51
2,3,26,52
2,3,27,53
2,3,27,54
2,3,28,55
2,3,28,56
2,3,29,57
2,3,29,58
2,3,30,59
2,3,30,60
2,3,31,61
2,3,31,62
2,3,32,63
2,3,32,64
2,3,33,65
2,3,33,66
2,3,34,67
2,3,34,68
2,3,35,69
2,3,35,70
2,3,36,71
2,3,36,72
2,4,37,73
2,4,37,74
2,4,38,75
2,4,38,76
2,4,39,77
2,4,39,78
2,4,40,79
2,4,40,80
2,4,41,81
2,4,41,82
2,4,42,83
2,4,42,84
2,4,43,85
2,4,43,86
2,4,44,87
2,4,44,88
2,4,45,89
2,4,45,90
2,4,46,91
2,4,46,92
2,4,47,93
2,4,47,94
2,4,48,95
2,4,48,96
3,5,49,97
3,5,49,98
3,5,50,99
3,5,50,100
3,5,51,101
3,5,51,102
3,5,52,103
3,5,52,104
3,5,53,105
3,5,53,106
3,5,54,107
3,5,54,108
3,5,55,109
3,5,55,110
3,5,56,111
3,5,56,112
3,5,57,113
3,5,57,114
3,5,58,115
3,5,58,116
3,5,59,117
3,5,59,118
3,5,60,119
3,5,60,120
3,6,61,121
3,6,61,122
3,6,62,123
3,6,62,124
3,6,63,125
3,6,63,126
3,6,64,127
3,6,64,128
3,6,65,129
3,6,65,130
3,6,66,131
3,6,66,132
3,6,67,133
3,6,67,134
3,6,68,135
3,6,68,136
3,6,69,137
3,6,69,138
3,6,70,139
3,6,70,140
3,6,71,141
3,6,71,142
3,6,72,143
3,6,72,144
